TF_ID	Gene_ID	Family
Ciclev10019094m	Ciclev10019094m.g	GRAS
Ciclev10019118m	Ciclev10019118m.g	bHLH
Ciclev10019120m	Ciclev10019120m.g	STAT
Ciclev10019123m	Ciclev10019118m.g	bHLH
Ciclev10019127m	Ciclev10019118m.g	bHLH
Ciclev10019135m	Ciclev10019118m.g	bHLH
Ciclev10019186m	Ciclev10019186m.g	GRAS
Ciclev10019219m	Ciclev10019219m.g	bHLH
Ciclev10019282m	Ciclev10019282m.g	NAC
Ciclev10019338m	Ciclev10019338m.g	bHLH
Ciclev10019339m	Ciclev10019339m.g	bHLH
Ciclev10019368m	Ciclev10019368m.g	NAC
Ciclev10019378m	Ciclev10019368m.g	NAC
Ciclev10019383m	Ciclev10019383m.g	WRKY
Ciclev10019397m	Ciclev10019219m.g	bHLH
Ciclev10019401m	Ciclev10019219m.g	bHLH
Ciclev10019533m	Ciclev10019533m.g	NAC
Ciclev10019545m	Ciclev10019546m.g	SBP
Ciclev10019546m	Ciclev10019546m.g	SBP
Ciclev10019582m	Ciclev10019585m.g	bHLH
Ciclev10019585m	Ciclev10019585m.g	bHLH
Ciclev10019607m	Ciclev10019614m.g	GATA
Ciclev10019614m	Ciclev10019614m.g	GATA
Ciclev10019669m	Ciclev10019669m.g	bHLH
Ciclev10019730m	Ciclev10019730m.g	bHLH
Ciclev10019735m	Ciclev10019735m.g	GRAS
Ciclev10019749m	Ciclev10019749m.g	bHLH
Ciclev10019769m	Ciclev10019368m.g	NAC
Ciclev10019777m	Ciclev10019777m.g	GRAS
Ciclev10019781m	Ciclev10019368m.g	NAC
Ciclev10019786m	Ciclev10019786m.g	bHLH
Ciclev10019816m	Ciclev10019816m.g	bHLH
Ciclev10019820m	Ciclev10019820m.g	WRKY
Ciclev10019845m	Ciclev10019845m.g	NAC
Ciclev10019872m	Ciclev10019872m.g	Dof
Ciclev10019949m	Ciclev10019949m.g	Dof
Ciclev10020053m	Ciclev10020053m.g	bHLH
Ciclev10020072m	Ciclev10020072m.g	GRAS
Ciclev10020133m	Ciclev10020133m.g	bZIP
Ciclev10020190m	Ciclev10020133m.g	bZIP
Ciclev10020248m	Ciclev10020248m.g	bHLH
Ciclev10020263m	Ciclev10020263m.g	bZIP
Ciclev10020275m	Ciclev10020275m.g	TCP
Ciclev10020305m	Ciclev10020314m.g	bZIP
Ciclev10020314m	Ciclev10020314m.g	bZIP
Ciclev10020323m	Ciclev10020323m.g	bHLH
Ciclev10020360m	Ciclev10020360m.g	bHLH
Ciclev10020408m	Ciclev10020314m.g	bZIP
Ciclev10020472m	Ciclev10020360m.g	bHLH
Ciclev10020480m	Ciclev10020480m.g	NAC
Ciclev10020532m	Ciclev10020532m.g	SBP
Ciclev10020549m	Ciclev10020549m.g	NAC
Ciclev10020555m	Ciclev10020314m.g	bZIP
Ciclev10020626m	Ciclev10020626m.g	TCP
Ciclev10020655m	Ciclev10020532m.g	SBP
Ciclev10020681m	Ciclev10020681m.g	bHLH
Ciclev10020713m	Ciclev10020713m.g	TCP
Ciclev10020717m	Ciclev10020717m.g	NAC
Ciclev10020718m	Ciclev10020718m.g	HSF
Ciclev10020724m	Ciclev10020718m.g	HSF
Ciclev10020725m	Ciclev10020725m.g	Dof
Ciclev10020734m	Ciclev10020480m.g	NAC
Ciclev10020744m	Ciclev10020744m.g	WRKY
Ciclev10020863m	Ciclev10020863m.g	Trihelix
Ciclev10020867m	Ciclev10020867m.g	WRKY
Ciclev10020943m	Ciclev10020943m.g	WRKY
Ciclev10020979m	Ciclev10020979m.g	E2F/DP
Ciclev10021038m	Ciclev10021038m.g	WRKY
Ciclev10021100m	Ciclev10021100m.g	Dof
Ciclev10021106m	Ciclev10021106m.g	SBP
Ciclev10021115m	Ciclev10020133m.g	bZIP
Ciclev10021117m	Ciclev10021117m.g	NAC
Ciclev10021141m	Ciclev10021141m.g	NAC
Ciclev10021151m	Ciclev10021151m.g	BES1
Ciclev10021152m	Ciclev10021106m.g	SBP
Ciclev10021155m	Ciclev10021117m.g	NAC
Ciclev10021174m	Ciclev10021174m.g	WRKY
Ciclev10021190m	Ciclev10021190m.g	GATA
Ciclev10021226m	Ciclev10020133m.g	bZIP
Ciclev10021278m	Ciclev10021278m.g	Dof
Ciclev10021287m	Ciclev10021287m.g	HSF
Ciclev10021312m	Ciclev10021312m.g	NAC
Ciclev10021327m	Ciclev10020314m.g	bZIP
Ciclev10021399m	Ciclev10021399m.g	LBD
Ciclev10021443m	Ciclev10021443m.g	bHLH
Ciclev10021483m	Ciclev10020360m.g	bHLH
Ciclev10021521m	Ciclev10021521m.g	Dof
Ciclev10021542m	Ciclev10021106m.g	SBP
Ciclev10021585m	Ciclev10021151m.g	BES1
Ciclev10021606m	Ciclev10021606m.g	bHLH
Ciclev10021624m	Ciclev10021624m.g	WRKY
Ciclev10021649m	Ciclev10021521m.g	Dof
Ciclev10021733m	Ciclev10021733m.g	GATA
Ciclev10021738m	Ciclev10021038m.g	WRKY
Ciclev10021834m	Ciclev10021834m.g	YABBY
Ciclev10021841m	Ciclev10021841m.g	FAR1
Ciclev10021843m	Ciclev10021843m.g	LBD
Ciclev10021846m	Ciclev10021846m.g	FAR1
Ciclev10021853m	Ciclev10021853m.g	FAR1
Ciclev10021862m	Ciclev10021862m.g	Dof
Ciclev10021873m	Ciclev10021624m.g	WRKY
Ciclev10021886m	Ciclev10021886m.g	FAR1
Ciclev10021971m	Ciclev10021606m.g	bHLH
Ciclev10021992m	Ciclev10021992m.g	LBD
Ciclev10022026m	Ciclev10021862m.g	Dof
Ciclev10022068m	Ciclev10022068m.g	LBD
Ciclev10022170m	Ciclev10022170m.g	YABBY
Ciclev10022198m	Ciclev10021834m.g	YABBY
Ciclev10022199m	Ciclev10021038m.g	WRKY
Ciclev10022205m	Ciclev10021846m.g	FAR1
Ciclev10022249m	Ciclev10022249m.g	FAR1
Ciclev10022291m	Ciclev10022291m.g	LBD
Ciclev10022371m	Ciclev10022371m.g	LBD
Ciclev10022480m	Ciclev10022480m.g	bHLH
Ciclev10022564m	Ciclev10022564m.g	NAC
Ciclev10022641m	Ciclev10022641m.g	NF-YB
Ciclev10022643m	Ciclev10022641m.g	NF-YB
Ciclev10022645m	Ciclev10022641m.g	NF-YB
Ciclev10022730m	Ciclev10022730m.g	bZIP
Ciclev10022739m	Ciclev10022741m.g	bHLH
Ciclev10022741m	Ciclev10022741m.g	bHLH
Ciclev10022747m	Ciclev10022741m.g	bHLH
Ciclev10022856m	Ciclev10022856m.g	GATA
Ciclev10022859m	Ciclev10022564m.g	NAC
Ciclev10022923m	Ciclev10022856m.g	GATA
Ciclev10023072m	Ciclev10023072m.g	bHLH
Ciclev10023292m	Ciclev10023292m.g	NAC
Ciclev10023312m	Ciclev10023312m.g	NAC
Ciclev10023341m	Ciclev10023341m.g	LBD
Ciclev10023399m	Ciclev10023399m.g	ZF-HD
Ciclev10023545m	Ciclev10023545m.g	NF-YC
Ciclev10023561m	Ciclev10023561m.g	FAR1
Ciclev10023578m	Ciclev10023578m.g	NAC
Ciclev10023601m	Ciclev10023601m.g	NAC
Ciclev10023679m	Ciclev10023679m.g	GRAS
Ciclev10023742m	Ciclev10023742m.g	FAR1
Ciclev10023770m	Ciclev10023770m.g	bHLH
Ciclev10023783m	Ciclev10023783m.g	NAC
Ciclev10023956m	Ciclev10023956m.g	WRKY
Ciclev10024022m	Ciclev10024022m.g	FAR1
Ciclev10024035m	Ciclev10024035m.g	NAC
Ciclev10024061m	Ciclev10024061m.g	WRKY
Ciclev10024105m	Ciclev10024105m.g	bZIP
Ciclev10024155m	Ciclev10024155m.g	bHLH
Ciclev10024178m	Ciclev10024178m.g	Whirly
Ciclev10024200m	Ciclev10024200m.g	NAC
Ciclev10024201m	Ciclev10024201m.g	bHLH
Ciclev10024218m	Ciclev10024218m.g	NAC
Ciclev10024246m	Ciclev10024246m.g	TCP
Ciclev10024257m	Ciclev10024257m.g	WRKY
Ciclev10024294m	Ciclev10024294m.g	NF-YB
Ciclev10024302m	Ciclev10024302m.g	FAR1
Ciclev10024416m	Ciclev10024416m.g	LBD
Ciclev10024422m	Ciclev10024422m.g	bHLH
Ciclev10024517m	Ciclev10024517m.g	bHLH
Ciclev10024520m	Ciclev10024520m.g	NAC
Ciclev10024536m	Ciclev10024536m.g	FAR1
Ciclev10024588m	Ciclev10024588m.g	NAC
Ciclev10024664m	Ciclev10024664m.g	Trihelix
Ciclev10024764m	Ciclev10024764m.g	CAMTA
Ciclev10024771m	Ciclev10024764m.g	CAMTA
Ciclev10025157m	Ciclev10025157m.g	FAR1
Ciclev10025169m	Ciclev10025169m.g	GRAS
Ciclev10025197m	Ciclev10025197m.g	GRAS
Ciclev10025246m	Ciclev10025246m.g	GRAS
Ciclev10025470m	Ciclev10025470m.g	GRAS
Ciclev10025533m	Ciclev10025533m.g	Trihelix
Ciclev10025567m	Ciclev10025567m.g	GRAS
Ciclev10025735m	Ciclev10025735m.g	bHLH
Ciclev10025757m	Ciclev10025757m.g	Trihelix
Ciclev10025844m	Ciclev10025844m.g	GATA
Ciclev10025912m	Ciclev10025912m.g	Dof
Ciclev10025925m	Ciclev10025925m.g	WRKY
Ciclev10025926m	Ciclev10025926m.g	ZF-HD
Ciclev10025936m	Ciclev10025940m.g	bZIP
Ciclev10025940m	Ciclev10025940m.g	bZIP
Ciclev10025942m	Ciclev10025940m.g	bZIP
Ciclev10025963m	Ciclev10025963m.g	bZIP
Ciclev10025967m	Ciclev10025967m.g	bHLH
Ciclev10025968m	Ciclev10025963m.g	bZIP
Ciclev10025969m	Ciclev10025963m.g	bZIP
Ciclev10025970m	Ciclev10025963m.g	bZIP
Ciclev10025971m	Ciclev10025963m.g	bZIP
Ciclev10025993m	Ciclev10025993m.g	SRS
Ciclev10026005m	Ciclev10026005m.g	Trihelix
Ciclev10026006m	Ciclev10025844m.g	GATA
Ciclev10026009m	Ciclev10026009m.g	bHLH
Ciclev10026011m	Ciclev10026011m.g	Dof
Ciclev10026020m	Ciclev10026020m.g	NF-YA
Ciclev10026029m	Ciclev10026020m.g	NF-YA
Ciclev10026058m	Ciclev10026058m.g	HSF
Ciclev10026061m	Ciclev10026061m.g	Dof
Ciclev10026102m	Ciclev10026102m.g	BES1
Ciclev10026105m	Ciclev10026105m.g	WRKY
Ciclev10026114m	Ciclev10026114m.g	NAC
Ciclev10026131m	Ciclev10026131m.g	bHLH
Ciclev10026220m	Ciclev10026009m.g	bHLH
Ciclev10026273m	Ciclev10026058m.g	HSF
Ciclev10026328m	Ciclev10026328m.g	GATA
Ciclev10026336m	Ciclev10026336m.g	Dof
Ciclev10026374m	Ciclev10026374m.g	LBD
Ciclev10026395m	Ciclev10026105m.g	WRKY
Ciclev10026458m	Ciclev10026374m.g	LBD
Ciclev10026733m	Ciclev10026733m.g	WRKY
Ciclev10026967m	Ciclev10026967m.g	bHLH
Ciclev10026976m	Ciclev10026976m.g	bHLH
Ciclev10026981m	Ciclev10026981m.g	NAC
Ciclev10027024m	Ciclev10027024m.g	ZF-HD
Ciclev10027033m	Ciclev10027033m.g	LBD
Ciclev10027092m	Ciclev10027092m.g	bHLH
Ciclev10027138m	Ciclev10027138m.g	GATA
Ciclev10027158m	Ciclev10027158m.g	bHLH
Ciclev10027184m	Ciclev10027184m.g	ZF-HD
Ciclev10027242m	Ciclev10027242m.g	CPP
Ciclev10027275m	Ciclev10027275m.g	LBD
Ciclev10027306m	Ciclev10027306m.g	GATA
Ciclev10027335m	Ciclev10027335m.g	FAR1
Ciclev10027413m	Ciclev10027413m.g	GRAS
Ciclev10027415m	Ciclev10027415m.g	bZIP
Ciclev10027504m	Ciclev10027504m.g	bHLH
Ciclev10027508m	Ciclev10027508m.g	NF-YB
Ciclev10027510m	Ciclev10027510m.g	EIL
Ciclev10027531m	Ciclev10027531m.g	Nin-like
Ciclev10027584m	Ciclev10027584m.g	bZIP
Ciclev10027619m	Ciclev10027619m.g	FAR1
Ciclev10027765m	Ciclev10027765m.g	Nin-like
Ciclev10027848m	Ciclev10027848m.g	GRAS
Ciclev10027888m	Ciclev10027888m.g	FAR1
Ciclev10027889m	Ciclev10027890m.g	bHLH
Ciclev10027890m	Ciclev10027890m.g	bHLH
Ciclev10027926m	Ciclev10027926m.g	GRAS
Ciclev10027940m	Ciclev10027940m.g	GRAS
Ciclev10028062m	Ciclev10028062m.g	bZIP
Ciclev10028223m	Ciclev10028062m.g	bZIP
Ciclev10028325m	Ciclev10028062m.g	bZIP
Ciclev10028409m	Ciclev10028409m.g	E2F/DP
Ciclev10028428m	Ciclev10028428m.g	bZIP
Ciclev10028435m	Ciclev10028435m.g	bZIP
Ciclev10028438m	Ciclev10028435m.g	bZIP
Ciclev10028442m	Ciclev10028435m.g	bZIP
Ciclev10028447m	Ciclev10028435m.g	bZIP
Ciclev10028494m	Ciclev10028494m.g	bHLH
Ciclev10028510m	Ciclev10028435m.g	bZIP
Ciclev10028523m	Ciclev10028435m.g	bZIP
Ciclev10028525m	Ciclev10028435m.g	bZIP
Ciclev10028618m	Ciclev10028618m.g	NAC
Ciclev10028635m	Ciclev10028635m.g	bZIP
Ciclev10028671m	Ciclev10028671m.g	GATA
Ciclev10028715m	Ciclev10028715m.g	WRKY
Ciclev10028736m	Ciclev10028671m.g	GATA
Ciclev10028782m	Ciclev10028783m.g	bHLH
Ciclev10028783m	Ciclev10028783m.g	bHLH
Ciclev10028829m	Ciclev10028829m.g	Dof
Ciclev10028860m	Ciclev10028860m.g	GATA
Ciclev10028882m	Ciclev10028887m.g	BBR-BPC
Ciclev10028886m	Ciclev10028887m.g	BBR-BPC
Ciclev10028887m	Ciclev10028887m.g	BBR-BPC
Ciclev10028912m	Ciclev10028912m.g	Dof
Ciclev10028925m	Ciclev10028925m.g	bHLH
Ciclev10028931m	Ciclev10028931m.g	bZIP
Ciclev10028987m	Ciclev10028671m.g	GATA
Ciclev10029007m	Ciclev10029007m.g	NAC
Ciclev10029015m	Ciclev10029015m.g	GATA
Ciclev10029032m	Ciclev10029032m.g	NAC
Ciclev10029054m	Ciclev10028931m.g	bZIP
Ciclev10029056m	Ciclev10028931m.g	bZIP
Ciclev10029057m	Ciclev10028931m.g	bZIP
Ciclev10029058m	Ciclev10028931m.g	bZIP
Ciclev10029059m	Ciclev10028931m.g	bZIP
Ciclev10029060m	Ciclev10028931m.g	bZIP
Ciclev10029062m	Ciclev10028931m.g	bZIP
Ciclev10029063m	Ciclev10028931m.g	bZIP
Ciclev10029075m	Ciclev10028671m.g	GATA
Ciclev10029131m	Ciclev10029032m.g	NAC
Ciclev10029167m	Ciclev10029167m.g	GeBP
Ciclev10029274m	Ciclev10029274m.g	LBD
Ciclev10029275m	Ciclev10029274m.g	LBD
Ciclev10029283m	Ciclev10029283m.g	LBD
Ciclev10029354m	Ciclev10029354m.g	YABBY
Ciclev10029361m	Ciclev10029354m.g	YABBY
Ciclev10029525m	Ciclev10029525m.g	NF-YB
Ciclev10029784m	Ciclev10029784m.g	bHLH
Ciclev10029805m	Ciclev10029805m.g	SRS
Ciclev10029810m	Ciclev10029810m.g	bHLH
Ciclev10029834m	Ciclev10029834m.g	bZIP
Ciclev10029941m	Ciclev10029941m.g	FAR1
Ciclev10029958m	Ciclev10029958m.g	LBD
Ciclev10029962m	Ciclev10029962m.g	LBD
Ciclev10029999m	Ciclev10029999m.g	GRAS
Ciclev10030003m	Ciclev10030003m.g	GeBP
Ciclev10030044m	Ciclev10030044m.g	TCP
Ciclev10030052m	Ciclev10030052m.g	bHLH
Ciclev10030105m	Ciclev10030105m.g	bHLH
Ciclev10030106m	Ciclev10030106m.g	bHLH
Ciclev10030151m	Ciclev10030151m.g	FAR1
Ciclev10030197m	Ciclev10030197m.g	FAR1
Ciclev10030232m	Ciclev10030232m.g	NF-YC
Ciclev10030252m	Ciclev10030252m.g	NAC
Ciclev10030309m	Ciclev10030309m.g	bHLH
Ciclev10030455m	Ciclev10030455m.g	WRKY
Ciclev10030636m	Ciclev10030636m.g	CAMTA
Ciclev10030684m	Ciclev10030684m.g	NF-X1
Ciclev10030787m	Ciclev10030787m.g	GRAS
Ciclev10031028m	Ciclev10031028m.g	bHLH
Ciclev10031054m	Ciclev10031028m.g	bHLH
Ciclev10031066m	Ciclev10031028m.g	bHLH
Ciclev10031100m	Ciclev10031100m.g	NAC
Ciclev10031122m	Ciclev10031122m.g	bHLH
Ciclev10031135m	Ciclev10031135m.g	bHLH
Ciclev10031143m	Ciclev10031028m.g	bHLH
Ciclev10031147m	Ciclev10031147m.g	NAC
Ciclev10031150m	Ciclev10031147m.g	NAC
Ciclev10031162m	Ciclev10031162m.g	WRKY
Ciclev10031164m	Ciclev10031028m.g	bHLH
Ciclev10031224m	Ciclev10031224m.g	Trihelix
Ciclev10031225m	Ciclev10031225m.g	WRKY
Ciclev10031270m	Ciclev10031270m.g	SBP
Ciclev10031295m	Ciclev10031295m.g	Trihelix
Ciclev10031296m	Ciclev10031270m.g	SBP
Ciclev10031305m	Ciclev10031305m.g	GRAS
Ciclev10031361m	Ciclev10031361m.g	bZIP
Ciclev10031389m	Ciclev10031389m.g	GRAS
Ciclev10031391m	Ciclev10031391m.g	SBP
Ciclev10031392m	Ciclev10031391m.g	SBP
Ciclev10031393m	Ciclev10031391m.g	SBP
Ciclev10031394m	Ciclev10031391m.g	SBP
Ciclev10031398m	Ciclev10031135m.g	bHLH
Ciclev10031406m	Ciclev10031147m.g	NAC
Ciclev10031433m	Ciclev10031433m.g	Dof
Ciclev10031441m	Ciclev10031441m.g	bZIP
Ciclev10031525m	Ciclev10031225m.g	WRKY
Ciclev10031598m	Ciclev10031598m.g	NAC
Ciclev10031606m	Ciclev10031606m.g	NAC
Ciclev10031621m	Ciclev10031622m.g	bHLH
Ciclev10031622m	Ciclev10031622m.g	bHLH
Ciclev10031623m	Ciclev10031623m.g	NAC
Ciclev10031750m	Ciclev10031750m.g	Trihelix
Ciclev10031757m	Ciclev10031757m.g	TCP
Ciclev10031773m	Ciclev10031391m.g	SBP
Ciclev10031776m	Ciclev10031391m.g	SBP
Ciclev10031778m	Ciclev10031391m.g	SBP
Ciclev10031780m	Ciclev10031391m.g	SBP
Ciclev10031834m	Ciclev10031834m.g	SBP
Ciclev10031873m	Ciclev10031873m.g	bHLH
Ciclev10031900m	Ciclev10031900m.g	bHLH
Ciclev10031966m	Ciclev10031966m.g	NAC
Ciclev10032012m	Ciclev10032012m.g	WRKY
Ciclev10032015m	Ciclev10032018m.g	GATA
Ciclev10032016m	Ciclev10032018m.g	GATA
Ciclev10032018m	Ciclev10032018m.g	GATA
Ciclev10032020m	Ciclev10032020m.g	bHLH
Ciclev10032039m	Ciclev10032039m.g	Dof
Ciclev10032060m	Ciclev10032020m.g	bHLH
Ciclev10032062m	Ciclev10032020m.g	bHLH
Ciclev10032076m	Ciclev10032076m.g	bZIP
Ciclev10032077m	Ciclev10032076m.g	bZIP
Ciclev10032101m	Ciclev10031873m.g	bHLH
Ciclev10032133m	Ciclev10032020m.g	bHLH
Ciclev10032160m	Ciclev10032160m.g	ZF-HD
Ciclev10032171m	Ciclev10032171m.g	SBP
Ciclev10032192m	Ciclev10032192m.g	WRKY
Ciclev10032203m	Ciclev10032203m.g	NAC
Ciclev10032206m	Ciclev10032207m.g	NF-YA
Ciclev10032207m	Ciclev10032207m.g	NF-YA
Ciclev10032211m	Ciclev10032203m.g	NAC
Ciclev10032241m	Ciclev10032020m.g	bHLH
Ciclev10032283m	Ciclev10032285m.g	WRKY
Ciclev10032284m	Ciclev10032285m.g	WRKY
Ciclev10032285m	Ciclev10032285m.g	WRKY
Ciclev10032287m	Ciclev10032285m.g	WRKY
Ciclev10032304m	Ciclev10032304m.g	NAC
Ciclev10032307m	Ciclev10031873m.g	bHLH
Ciclev10032332m	Ciclev10032332m.g	Nin-like
Ciclev10032356m	Ciclev10032356m.g	bHLH
Ciclev10032374m	Ciclev10032374m.g	TCP
Ciclev10032412m	Ciclev10032412m.g	bHLH
Ciclev10032427m	Ciclev10032427m.g	Whirly
Ciclev10032429m	Ciclev10032430m.g	bZIP
Ciclev10032430m	Ciclev10032430m.g	bZIP
Ciclev10032441m	Ciclev10032441m.g	TCP
Ciclev10032547m	Ciclev10032547m.g	NAC
Ciclev10032627m	Ciclev10032304m.g	NAC
Ciclev10032641m	Ciclev10032646m.g	NF-YC
Ciclev10032644m	Ciclev10032646m.g	NF-YC
Ciclev10032646m	Ciclev10032646m.g	NF-YC
Ciclev10032684m	Ciclev10032684m.g	LBD
Ciclev10032772m	Ciclev10032772m.g	LBD
Ciclev10032776m	Ciclev10032776m.g	NAC
Ciclev10032777m	Ciclev10032777m.g	bZIP
Ciclev10032782m	Ciclev10032782m.g	LBD
Ciclev10032816m	Ciclev10032816m.g	WRKY
Ciclev10032817m	Ciclev10032817m.g	NAC
Ciclev10032821m	Ciclev10032427m.g	Whirly
Ciclev10032862m	Ciclev10032862m.g	LBD
Ciclev10032865m	Ciclev10032547m.g	NAC
Ciclev10032893m	Ciclev10032893m.g	NF-YB
Ciclev10032905m	Ciclev10032893m.g	NF-YB
Ciclev10032929m	Ciclev10032929m.g	LBD
Ciclev10032943m	Ciclev10032943m.g	WRKY
Ciclev10033066m	Ciclev10032893m.g	NF-YB
Ciclev10033068m	Ciclev10032893m.g	NF-YB
Ciclev10033182m	Ciclev10033182m.g	bHLH
Ciclev10033346m	Ciclev10033346m.g	NAC
Ciclev10033354m	Ciclev10033354m.g	LBD
Ciclev10033382m	Ciclev10033382m.g	TCP
Ciclev10033384m	Ciclev10033384m.g	WRKY
Ciclev10033389m	Ciclev10033389m.g	NAC
Ciclev10033398m	Ciclev10033398m.g	bHLH
Ciclev10033415m	Ciclev10033415m.g	NAC
Ciclev10033428m	Ciclev10033428m.g	bHLH
Ciclev10033436m	Ciclev10033436m.g	NAC
Ciclev10033450m	Ciclev10033450m.g	FAR1
Ciclev10033459m	Ciclev10033459m.g	NAC
Ciclev10033491m	Ciclev10033491m.g	Trihelix
Ciclev10033497m	Ciclev10033497m.g	bHLH
Ciclev10033526m	Ciclev10033526m.g	NAC
Ciclev10033536m	Ciclev10033536m.g	NAC
Ciclev10033541m	Ciclev10033541m.g	NAC
Ciclev10033679m	Ciclev10033679m.g	NF-YC
Ciclev10033711m	Ciclev10033711m.g	FAR1
Ciclev10033714m	Ciclev10033714m.g	YABBY
Ciclev10033719m	Ciclev10033719m.g	NAC
Ciclev10033744m	Ciclev10033744m.g	NAC
Ciclev10033770m	Ciclev10033770m.g	YABBY
Ciclev10033790m	Ciclev10033790m.g	NAC
Ciclev10033792m	Ciclev10033792m.g	Trihelix
Ciclev10033879m	Ciclev10033879m.g	NAC
Ciclev10033942m	Ciclev10033942m.g	LFY
Ciclev10033956m	Ciclev10033956m.g	LBD
Ciclev10033957m	Ciclev10033957m.g	NAC
Ciclev10000183m	Ciclev10000183m.g	ARF
Ciclev10000491m	Ciclev10000491m.g	ARF
Ciclev10000693m	Ciclev10000693m.g	ARF
Ciclev10000695m	Ciclev10000693m.g	ARF
Ciclev10000696m	Ciclev10000693m.g	ARF
Ciclev10000976m	Ciclev10000976m.g	ARF
Ciclev10003317m	Ciclev10003317m.g	ARF
Ciclev10007286m	Ciclev10007286m.g	ARF
Ciclev10007292m	Ciclev10007292m.g	ARF
Ciclev10011065m	Ciclev10011065m.g	ARF
Ciclev10011162m	Ciclev10011065m.g	ARF
Ciclev10011194m	Ciclev10011194m.g	ARF
Ciclev10011221m	Ciclev10011065m.g	ARF
Ciclev10014198m	Ciclev10014198m.g	ARF
Ciclev10014200m	Ciclev10014200m.g	ARF
Ciclev10014391m	Ciclev10014391m.g	ARF
Ciclev10019131m	Ciclev10019131m.g	ARF
Ciclev10019174m	Ciclev10019174m.g	ARF
Ciclev10019249m	Ciclev10019131m.g	ARF
Ciclev10019257m	Ciclev10019257m.g	ARF
Ciclev10027839m	Ciclev10027839m.g	ARF
Ciclev10027901m	Ciclev10027901m.g	ARF
Ciclev10027918m	Ciclev10027839m.g	ARF
Ciclev10030696m	Ciclev10030696m.g	ARF
Ciclev10030751m	Ciclev10030751m.g	ARF
Ciclev10030860m	Ciclev10030860m.g	ARF
Ciclev10030900m	Ciclev10030696m.g	ARF
Ciclev10000225m	Ciclev10000225m.g	B3
Ciclev10000489m	Ciclev10000225m.g	B3
Ciclev10000744m	Ciclev10000881m.g	B3
Ciclev10000746m	Ciclev10000881m.g	B3
Ciclev10000879m	Ciclev10000881m.g	B3
Ciclev10000881m	Ciclev10000881m.g	B3
Ciclev10000882m	Ciclev10000881m.g	B3
Ciclev10000883m	Ciclev10000881m.g	B3
Ciclev10001063m	Ciclev10001063m.g	B3
Ciclev10001404m	Ciclev10000881m.g	B3
Ciclev10001631m	Ciclev10000881m.g	B3
Ciclev10001633m	Ciclev10000881m.g	B3
Ciclev10002314m	Ciclev10002314m.g	B3
Ciclev10002972m	Ciclev10002972m.g	B3
Ciclev10003967m	Ciclev10003967m.g	B3
Ciclev10010395m	Ciclev10010395m.g	B3
Ciclev10011039m	Ciclev10011039m.g	B3
Ciclev10012008m	Ciclev10012008m.g	B3
Ciclev10014219m	Ciclev10014219m.g	B3
Ciclev10016085m	Ciclev10016085m.g	B3
Ciclev10018117m	Ciclev10018117m.g	B3
Ciclev10019039m	Ciclev10019039m.g	B3
Ciclev10019044m	Ciclev10019039m.g	B3
Ciclev10019558m	Ciclev10019558m.g	B3
Ciclev10020034m	Ciclev10020034m.g	B3
Ciclev10020450m	Ciclev10020450m.g	B3
Ciclev10020459m	Ciclev10020450m.g	B3
Ciclev10020461m	Ciclev10020450m.g	B3
Ciclev10023279m	Ciclev10023279m.g	B3
Ciclev10024116m	Ciclev10024116m.g	B3
Ciclev10025376m	Ciclev10025376m.g	B3
Ciclev10025579m	Ciclev10025376m.g	B3
Ciclev10025883m	Ciclev10025376m.g	B3
Ciclev10026137m	Ciclev10026137m.g	B3
Ciclev10028399m	Ciclev10028399m.g	B3
Ciclev10028455m	Ciclev10028399m.g	B3
Ciclev10028501m	Ciclev10028501m.g	B3
Ciclev10028642m	Ciclev10028642m.g	B3
Ciclev10028732m	Ciclev10028642m.g	B3
Ciclev10028743m	Ciclev10028745m.g	B3
Ciclev10028744m	Ciclev10028745m.g	B3
Ciclev10028745m	Ciclev10028745m.g	B3
Ciclev10028843m	Ciclev10028843m.g	B3
Ciclev10028858m	Ciclev10028858m.g	B3
Ciclev10028901m	Ciclev10028901m.g	B3
Ciclev10028984m	Ciclev10028984m.g	B3
Ciclev10029038m	Ciclev10028642m.g	B3
Ciclev10029072m	Ciclev10029072m.g	B3
Ciclev10029114m	Ciclev10029114m.g	B3
Ciclev10029118m	Ciclev10029114m.g	B3
Ciclev10029372m	Ciclev10029372m.g	B3
Ciclev10029384m	Ciclev10029384m.g	B3
Ciclev10029882m	Ciclev10029882m.g	B3
Ciclev10029988m	Ciclev10029988m.g	B3
Ciclev10030007m	Ciclev10030007m.g	B3
Ciclev10030034m	Ciclev10030034m.g	B3
Ciclev10030084m	Ciclev10030084m.g	B3
Ciclev10030217m	Ciclev10030217m.g	B3
Ciclev10030264m	Ciclev10030264m.g	B3
Ciclev10030278m	Ciclev10030278m.g	B3
Ciclev10032216m	Ciclev10032216m.g	B3
Ciclev10033303m	Ciclev10033303m.g	B3
Ciclev10033936m	Ciclev10033936m.g	B3
Ciclev10003896m	Ciclev10003896m.g	AP2
Ciclev10007849m	Ciclev10007849m.g	AP2
Ciclev10010237m	Ciclev10010237m.g	AP2
Ciclev10011588m	Ciclev10011588m.g	AP2
Ciclev10011591m	Ciclev10011588m.g	AP2
Ciclev10013824m	Ciclev10013824m.g	AP2
Ciclev10013851m	Ciclev10013851m.g	AP2
