TF_ID	Gene_ID	Family
Traes_2BS_015167E00.1	Traes_2BS_015167E00	GRAS
Traes_2BS_03909B330.1	Traes_2BS_03909B330	TCP
Traes_2BS_1484A7516.1	Traes_2BS_1484A7516	HSF
Traes_2BS_169BEF991.2	Traes_2BS_169BEF991	bZIP
Traes_2BS_1751C4BBF.2	Traes_2BS_1751C4BBF	FAR1
Traes_2BS_186EA570A.1	Traes_2BS_186EA570A	SBP
Traes_2BS_1A9DB766A.1	Traes_2BS_1A9DB766A	CAMTA
Traes_2BS_1B0F27580.2	Traes_2BS_1B0F27580	bZIP
Traes_2BS_2244C64CC.1	Traes_2BS_2244C64CC	NAC
Traes_2BS_31BB97552.1	Traes_2BS_31BB97552	BES1
Traes_2BS_380EC4D1E.1	Traes_2BS_380EC4D1E	WRKY
Traes_2BS_3B6ABF5E6.1	Traes_2BS_3B6ABF5E6	NAC
Traes_2BS_3B77DC6C3.1	Traes_2BS_3B77DC6C3	HSF
Traes_2BS_3CA0FC03E.1	Traes_2BS_3CA0FC03E	FAR1
Traes_2BS_4600D4B54.2	Traes_2BS_4600D4B54	GRAS
Traes_2BS_58AA829F4.1	Traes_2BS_58AA829F4	NAC
Traes_2BS_59D534318.1	Traes_2BS_59D534318	FAR1
Traes_2BS_5DF7F4FEE.1	Traes_2BS_5DF7F4FEE	LBD
Traes_2BS_5F0CE5D18.1	Traes_2BS_5F0CE5D18	CPP
Traes_2BS_62B9BD157.1	Traes_2BS_62B9BD157	FAR1
Traes_2BS_647C82888.4	Traes_2BS_647C82888	EIL
Traes_2BS_659F9ABB9.1	Traes_2BS_659F9ABB9	bHLH
Traes_2BS_6859C24E5.1	Traes_2BS_6859C24E5	Dof
Traes_2BS_7190FAD1A.1	Traes_2BS_7190FAD1A	bHLH
Traes_2BS_736EF207B1.2	Traes_2BS_736EF207B1	GRAS
Traes_2BS_84238AD38.1	Traes_2BS_84238AD38	HRT-like
Traes_2BS_84FB90D88.1	Traes_2BS_84FB90D88	bZIP
Traes_2BS_8A40B568C.1	Traes_2BS_8A40B568C	bHLH
Traes_2BS_8D66D6B82.1	Traes_2BS_8D66D6B82	bZIP
Traes_2BS_924D34AA1.1	Traes_2BS_924D34AA1	NAC
Traes_2BS_A95B28510.1	Traes_2BS_A95B28510	NF-YA
Traes_2BS_AF4D5351B.1	Traes_2BS_AF4D5351B	CAMTA
Traes_2BS_B65714572.1	Traes_2BS_B65714572	WRKY
Traes_2BS_B8359978A.2	Traes_2BS_B8359978A	NAC
Traes_2BS_C116E5668.1	Traes_2BS_C116E5668	NAC
Traes_2BS_C9299F976.2	Traes_2BS_C9299F976	FAR1
Traes_2BS_C94BD2E9F.1	Traes_2BS_C94BD2E9F	Dof
Traes_2BS_C9A338257.1	Traes_2BS_C9A338257	bZIP
Traes_2BS_CC6686C54.1	Traes_2BS_CC6686C54	bHLH
Traes_2BS_D007D6598.1	Traes_2BS_D007D6598	GRAS
Traes_2BS_D32231DB0.1	Traes_2BS_D32231DB0	GRAS
Traes_2BS_D435A8999.1	Traes_2BS_D435A8999	WRKY
Traes_2BS_ECF9B4EB4.1	Traes_2BS_ECF9B4EB4	HSF
Traes_2BS_EE97B0B15.1	Traes_2BS_EE97B0B15	bHLH
Traes_2BS_EEE045515.2	Traes_2BS_EEE045515	GeBP
Traes_2BS_F23D9EA93.1	Traes_2BS_F23D9EA93	NF-YB
Traes_2BS_F3097F116.1	Traes_2BS_F3097F116	WRKY
Traes_2BS_FDABA21A7.1	Traes_2BS_FDABA21A7	GRAS
Traes_2BS_FE9BD3DFC.1	Traes_2BS_FE9BD3DFC	bHLH
Traes_2DL_01D9C842D.1	Traes_2DL_01D9C842D	TCP
Traes_2DL_01DEC201E.2	Traes_2DL_01DEC201E	FAR1
Traes_2DL_02C9FBBB4.1	Traes_2DL_02C9FBBB4	Whirly
Traes_2DL_032C7FC8C.2	Traes_2DL_032C7FC8C	S1Fa-like
Traes_2DL_04535D371.1	Traes_2DL_04535D371	WRKY
Traes_2DL_099D4CA9B.1	Traes_2DL_099D4CA9B	bHLH
Traes_2DL_0B1444B68.2	Traes_2DL_0B1444B68	bHLH
Traes_2DL_0B54293DE.2	Traes_2DL_0B54293DE	NAC
Traes_2DL_10A3AF467.1	Traes_2DL_10A3AF467	FAR1
Traes_2DL_1B1B2E505.1	Traes_2DL_1B1B2E505	NAC
Traes_2DL_1F0CDB1CE.1	Traes_2DL_1F0CDB1CE	bZIP
Traes_2DL_1F0CDB1CE1.1	Traes_2DL_1F0CDB1CE1	bZIP
Traes_2DL_23445B251.2	Traes_2DL_23445B251	FAR1
Traes_2DL_343FA6101.1	Traes_2DL_343FA6101	NAC
Traes_2DL_362A1F535.1	Traes_2DL_362A1F535	WRKY
Traes_2DL_3757D78B3.1	Traes_2DL_3757D78B3	NAC
Traes_2DL_46C827FAC1.2	Traes_2DL_46C827FAC1	bHLH
Traes_2DL_46C827FAC.2	Traes_2DL_46C827FAC	bHLH
Traes_2DL_474B433DF.1	Traes_2DL_474B433DF	CAMTA
Traes_2DL_47E8C44C6.1	Traes_2DL_47E8C44C6	bHLH
Traes_2DL_481253665.1	Traes_2DL_481253665	HSF
Traes_2DL_4F9F8F1F0.1	Traes_2DL_4F9F8F1F0	WRKY
Traes_2DL_53D5FD18C.2	Traes_2DL_53D5FD18C	NAC
Traes_2DL_5610BA574.1	Traes_2DL_5610BA574	bZIP
Traes_2DL_59DE7446E.1	Traes_2DL_59DE7446E	Trihelix
Traes_2DL_5C8D8DACA.1	Traes_2DL_5C8D8DACA	bHLH
Traes_2DL_5F0BD9D6F.1	Traes_2DL_5F0BD9D6F	bHLH
Traes_2DL_607AD3522.1	Traes_2DL_607AD3522	NAC
Traes_2DL_617DB5FC6.1	Traes_2DL_617DB5FC6	FAR1
Traes_2DL_61C443C56.1	Traes_2DL_61C443C56	NAC
Traes_2DL_640A09678.2	Traes_2DL_640A09678	GATA
Traes_2DL_6649188E4.1	Traes_2DL_6649188E4	FAR1
Traes_2DL_70F83D4B9.1	Traes_2DL_70F83D4B9	NAC
Traes_2DL_77CD244CE.2	Traes_2DL_77CD244CE	Dof
Traes_2DL_7DFB74CDE.1	Traes_2DL_7DFB74CDE	FAR1
Traes_2DL_865346DA2.2	Traes_2DL_865346DA2	bHLH
Traes_2DL_8BD9DC3DF.3	Traes_2DL_8BD9DC3DF	NAC
Traes_2DL_8BE259F4B.1	Traes_2DL_8BE259F4B	bHLH
Traes_2DL_8F24AEC6D.3	Traes_2DL_8F24AEC6D	NAC
Traes_2DL_9071B96BD.1	Traes_2DL_9071B96BD	FAR1
Traes_2DL_92641C6CC.2	Traes_2DL_92641C6CC	Nin-like
Traes_2DL_9D8B5B436.1	Traes_2DL_9D8B5B436	LBD
Traes_2DL_9DD224B48.1	Traes_2DL_9DD224B48	bHLH
Traes_2DL_A84C58DC2.1	Traes_2DL_A84C58DC2	bHLH
Traes_2DL_AD34A7228.2	Traes_2DL_AD34A7228	bHLH
Traes_2DL_AE270CBAA.1	Traes_2DL_AE270CBAA	NAC
Traes_2DL_AE270CBAA1.1	Traes_2DL_AE270CBAA1	NAC
Traes_2DL_B9444E406.1	Traes_2DL_B9444E406	NAC
Traes_2DL_BD8048C15.1	Traes_2DL_BD8048C15	E2F/DP
Traes_2DL_C417E5A19.1	Traes_2DL_C417E5A19	bHLH
Traes_2DL_C46B73FA3.2	Traes_2DL_C46B73FA3	GATA
Traes_2DL_C4C47B5B8.2	Traes_2DL_C4C47B5B8	bZIP
Traes_2DL_CF1491615.1	Traes_2DL_CF1491615	YABBY
Traes_2DL_D8AD25F43.2	Traes_2DL_D8AD25F43	Nin-like
Traes_2DL_DA577AF57.1	Traes_2DL_DA577AF57	NF-YB
Traes_2DL_DCD7B13A8.1	Traes_2DL_DCD7B13A8	bHLH
Traes_2DL_DE3909A32.1	Traes_2DL_DE3909A32	bHLH
Traes_2DL_DF7B995C9.2	Traes_2DL_DF7B995C9	NAC
Traes_2DL_E2E912AFF.1	Traes_2DL_E2E912AFF	NAC
Traes_2DL_EE2EDAB78.1	Traes_2DL_EE2EDAB78	Nin-like
Traes_2DL_EEF2E71FA.1	Traes_2DL_EEF2E71FA	GATA
Traes_2DL_EFEB56850.1	Traes_2DL_EFEB56850	NAC
Traes_2DL_F37E51175.1	Traes_2DL_F37E51175	FAR1
Traes_2DL_F600B5FDF.1	Traes_2DL_F600B5FDF	WRKY
Traes_2DS_070CE3D50.1	Traes_2DS_070CE3D50	HSF
Traes_2DS_0F2500A60.1	Traes_2DS_0F2500A60	WRKY
Traes_2DS_119508A0E.1	Traes_2DS_119508A0E	CAMTA
Traes_2DS_1FE8E9DE9.1	Traes_2DS_1FE8E9DE9	bHLH
Traes_2DS_291916365.1	Traes_2DS_291916365	NAC
Traes_2DS_2D035BAFD.1	Traes_2DS_2D035BAFD	GRAS
Traes_2DS_3B4535629.1	Traes_2DS_3B4535629	GRAS
Traes_2DS_4C8E5F416.1	Traes_2DS_4C8E5F416	TCP
Traes_2DS_524E9B6A3.1	Traes_2DS_524E9B6A3	E2F/DP
Traes_2DS_58DC1EC72.1	Traes_2DS_58DC1EC72	NAC
Traes_2DS_5DF921ABB.1	Traes_2DS_5DF921ABB	NAC
Traes_2DS_5FA136FBB.1	Traes_2DS_5FA136FBB	bZIP
Traes_2DS_637EBDDC6.1	Traes_2DS_637EBDDC6	FAR1
Traes_2DS_69FBC78BC.2	Traes_2DS_69FBC78BC	NF-YA
Traes_2DS_6BAF1825F.1	Traes_2DS_6BAF1825F	GeBP
Traes_2DS_6DAFEC37F.1	Traes_2DS_6DAFEC37F	GRAS
Traes_2DS_7B6E75DD2.1	Traes_2DS_7B6E75DD2	GRAS
Traes_2DS_7C9C33E09.1	Traes_2DS_7C9C33E09	bHLH
Traes_2DS_7FB19CC37.1	Traes_2DS_7FB19CC37	FAR1
Traes_2DS_82DA4DF43.1	Traes_2DS_82DA4DF43	FAR1
Traes_2DS_85FE89BC5.1	Traes_2DS_85FE89BC5	NAC
Traes_2DS_8C3F6A558.1	Traes_2DS_8C3F6A558	NAC
Traes_2DS_93EAEC654.2	Traes_2DS_93EAEC654	bZIP
Traes_2DS_96B438D92.1	Traes_2DS_96B438D92	bZIP
Traes_2DS_97E3E7CFC.1	Traes_2DS_97E3E7CFC	WRKY
Traes_2DS_9A08AAEE4.1	Traes_2DS_9A08AAEE4	GRAS
Traes_2DS_9F6EA1670.1	Traes_2DS_9F6EA1670	Dof
Traes_2DS_AD8820C42.1	Traes_2DS_AD8820C42	WRKY
Traes_2DS_B05DDA181.2	Traes_2DS_B05DDA181	bHLH
Traes_2DS_B6872CB84.1	Traes_2DS_B6872CB84	HSF
Traes_2DS_BB641EB7A.2	Traes_2DS_BB641EB7A	CPP
Traes_2DS_C83B7F5CF.1	Traes_2DS_C83B7F5CF	FAR1
Traes_2DS_CCA2FCCAD.1	Traes_2DS_CCA2FCCAD	GRAS
Traes_2DS_D0563916C.1	Traes_2DS_D0563916C	bZIP
Traes_2DS_D05DC56BD.2	Traes_2DS_D05DC56BD	CAMTA
Traes_2DS_DADB69BC9.1	Traes_2DS_DADB69BC9	HRT-like
Traes_2DS_DE2E9E2D5.2	Traes_2DS_DE2E9E2D5	LBD
Traes_2DS_E2F2E9EAF.1	Traes_2DS_E2F2E9EAF	NAC
Traes_2DS_E764EF72B.1	Traes_2DS_E764EF72B	BES1
Traes_2DS_F5B34D422.1	Traes_2DS_F5B34D422	NAC
Traes_2DS_F6FBC974C.2	Traes_2DS_F6FBC974C	WRKY
Traes_2DS_FB1D2D1A7.1	Traes_2DS_FB1D2D1A7	GRAS
Traes_2DS_FE62DB7F5.1	Traes_2DS_FE62DB7F5	bHLH
Traes_3AL_0D1B2D925.1	Traes_3AL_0D1B2D925	ZF-HD
Traes_3AL_0F75B411F.2	Traes_3AL_0F75B411F	NF-YB
Traes_3AL_140B829CB.2	Traes_3AL_140B829CB	WRKY
Traes_3AL_1B73D2C12.1	Traes_3AL_1B73D2C12	WRKY
Traes_3AL_2297D6E18.1	Traes_3AL_2297D6E18	WRKY
Traes_3AL_29AD9D378.2	Traes_3AL_29AD9D378	FAR1
Traes_3AL_2A2EDCD51.1	Traes_3AL_2A2EDCD51	NAC
Traes_3AL_3160E1F30.1	Traes_3AL_3160E1F30	WRKY
Traes_3AL_3FD608E1A.1	Traes_3AL_3FD608E1A	Dof
Traes_3AL_41AC2099E1.2	Traes_3AL_41AC2099E1	NAC
Traes_3AL_41AC2099E.2	Traes_3AL_41AC2099E	NAC
Traes_3AL_463ABD4BF.1	Traes_3AL_463ABD4BF	HSF
Traes_3AL_4769A72F1.1	Traes_3AL_4769A72F1	WRKY
Traes_3AL_490F09661.2	Traes_3AL_490F09661	NAC
Traes_3AL_531BE8073.1	Traes_3AL_531BE8073	bHLH
Traes_3AL_5490CF370.1	Traes_3AL_5490CF370	bZIP
Traes_3AL_58F294736.2	Traes_3AL_58F294736	bZIP
Traes_3AL_5EBB7439B.1	Traes_3AL_5EBB7439B	bZIP
Traes_3AL_60B6CD0A5.2	Traes_3AL_60B6CD0A5	GRAS
Traes_3AL_64D802655.2	Traes_3AL_64D802655	bHLH
Traes_3AL_67ECA2932.1	Traes_3AL_67ECA2932	WRKY
Traes_3AL_6DE434492.1	Traes_3AL_6DE434492	GATA
Traes_3AL_6E16C8167.1	Traes_3AL_6E16C8167	GRAS
Traes_3AL_6E92D4E1F.1	Traes_3AL_6E92D4E1F	WRKY
Traes_3AL_730255B9F.1	Traes_3AL_730255B9F	YABBY
Traes_3AL_861C1D473.1	Traes_3AL_861C1D473	FAR1
Traes_3AL_8EF6D8BB1.2	Traes_3AL_8EF6D8BB1	CAMTA
Traes_3AL_95403ABBA.1	Traes_3AL_95403ABBA	bHLH
Traes_3AL_AB2BAE660.1	Traes_3AL_AB2BAE660	WRKY
Traes_3AL_B1E3D8BA1.1	Traes_3AL_B1E3D8BA1	VOZ
Traes_3AL_B68C491B0.1	Traes_3AL_B68C491B0	bHLH
Traes_3AL_C5E13251D.1	Traes_3AL_C5E13251D	bZIP
Traes_3AL_D7DE23839.1	Traes_3AL_D7DE23839	E2F/DP
Traes_3AL_DED8A29EC.1	Traes_3AL_DED8A29EC	WRKY
Traes_3AL_ECA64A822.1	Traes_3AL_ECA64A822	bHLH
Traes_3AL_EF45936CA.1	Traes_3AL_EF45936CA	NAC
Traes_3AL_EF72B5A0D.1	Traes_3AL_EF72B5A0D	NF-YB
Traes_3AL_F326C5B8E.1	Traes_3AL_F326C5B8E	WRKY
Traes_3AL_F577372C1.1	Traes_3AL_F577372C1	bHLH
Traes_3AL_FC5523394.2	Traes_3AL_FC5523394	bZIP
Traes_3AS_037375C84.1	Traes_3AS_037375C84	bHLH
Traes_3AS_0D78930B4.1	Traes_3AS_0D78930B4	bHLH
Traes_3AS_102EBF3DD.2	Traes_3AS_102EBF3DD	NF-YB
Traes_3AS_1B9CD4863.1	Traes_3AS_1B9CD4863	bHLH
Traes_3AS_1C4870CDE.1	Traes_3AS_1C4870CDE	Trihelix
Traes_3AS_1DEBF1E8B.1	Traes_3AS_1DEBF1E8B	Dof
Traes_3AS_1FD49785C.3	Traes_3AS_1FD49785C	bHLH
Traes_3AS_337600412.3	Traes_3AS_337600412	bHLH
Traes_3AS_4220612F3.1	Traes_3AS_4220612F3	NAC
Traes_3AS_4446297C5.1	Traes_3AS_4446297C5	GeBP
Traes_3AS_465421436.1	Traes_3AS_465421436	FAR1
Traes_3AS_496047B73.2	Traes_3AS_496047B73	NF-X1
Traes_3AS_4C4673A12.1	Traes_3AS_4C4673A12	Dof
Traes_3AS_5A6A80EA5.1	Traes_3AS_5A6A80EA5	BES1
Traes_3AS_5CD024A9E.1	Traes_3AS_5CD024A9E	WRKY
Traes_3AS_6AE36A662.1	Traes_3AS_6AE36A662	bZIP
Traes_3AS_74E386CE7.1	Traes_3AS_74E386CE7	NAC
Traes_3AS_8F85243EB.2	Traes_3AS_8F85243EB	bHLH
Traes_3AS_9151583B9.1	Traes_3AS_9151583B9	NF-YB
Traes_3AS_9B4FF6282.1	Traes_3AS_9B4FF6282	FAR1
Traes_3AS_D1FC86E9B.1	Traes_3AS_D1FC86E9B	Nin-like
Traes_3AS_DE5832BF8.1	Traes_3AS_DE5832BF8	NAC
Traes_3AS_E01675F4E.1	Traes_3AS_E01675F4E	Nin-like
Traes_3B_089C0C2EB.1	Traes_3B_089C0C2EB	bHLH
Traes_3B_1DF60D14E.1	Traes_3B_1DF60D14E	bHLH
Traes_3B_2DF1A6E5B.1	Traes_3B_2DF1A6E5B	bHLH
Traes_3B_4BDC314A1.1	Traes_3B_4BDC314A1	LBD
Traes_3B_5308A06F0.1	Traes_3B_5308A06F0	bHLH
Traes_3B_5D2D7A5A6.1	Traes_3B_5D2D7A5A6	bHLH
Traes_3B_5DC4D39A6.1	Traes_3B_5DC4D39A6	bHLH
Traes_3B_8B0D448D8.1	Traes_3B_8B0D448D8	WRKY
Traes_3B_9769B2425.1	Traes_3B_9769B2425	FAR1
Traes_3B_990298FF5.1	Traes_3B_990298FF5	WRKY
Traes_3B_99CDB9674.1	Traes_3B_99CDB9674	bHLH
Traes_3B_A25F058E5.1	Traes_3B_A25F058E5	GRAS
Traes_3B_D6EA106A51.1	Traes_3B_D6EA106A51	bHLH
TRAES3BF001100060CFD_t1	TRAES3BF001100060CFD_g	bHLH
TRAES3BF001300030CFD_t1	TRAES3BF001300030CFD_g	WRKY
TRAES3BF001900070CFD_t1	TRAES3BF001900070CFD_g	bZIP
TRAES3BF002300010CFD_t1	TRAES3BF002300010CFD_g	NAC
TRAES3BF002300100CFD_t1	TRAES3BF002300100CFD_g	HSF
TRAES3BF002700090CFD_t1	TRAES3BF002700090CFD_g	TCP
TRAES3BF003000030CFD_t1	TRAES3BF003000030CFD_g	bZIP
TRAES3BF003800010CFD_t1	TRAES3BF003800010CFD_g	WRKY
TRAES3BF003800040CFD_t1	TRAES3BF003800040CFD_g	Nin-like
TRAES3BF004600010CFD_t1	TRAES3BF004600010CFD_g	NF-YB
TRAES3BF004600020CFD_t1	TRAES3BF004600020CFD_g	NF-YB
TRAES3BF005100010CFD_t1	TRAES3BF005100010CFD_g	WRKY
TRAES3BF005100020CFD_t1	TRAES3BF005100020CFD_g	WRKY
TRAES3BF005100030CFD_t1	TRAES3BF005100030CFD_g	WRKY
TRAES3BF007400020CFD_t1	TRAES3BF007400020CFD_g	Nin-like
TRAES3BF008500030CFD_t1	TRAES3BF008500030CFD_g	LBD
TRAES3BF008600030CFD_t1	TRAES3BF008600030CFD_g	LBD
TRAES3BF008800180CFD_t1	TRAES3BF008800180CFD_g	Dof
TRAES3BF009600010CFD_t1	TRAES3BF009600010CFD_g	bHLH
TRAES3BF009800030CFD_t1	TRAES3BF009800030CFD_g	Trihelix
TRAES3BF011000010CFD_t1	TRAES3BF011000010CFD_g	CAMTA
TRAES3BF011300020CFD_t1	TRAES3BF011300020CFD_g	bHLH
TRAES3BF013700050CFD_t1	TRAES3BF013700050CFD_g	BES1
TRAES3BF014900010CFD_t1	TRAES3BF014900010CFD_g	TCP
TRAES3BF015700080CFD_t1	TRAES3BF015700080CFD_g	LBD
TRAES3BF015800010CFD_t1	TRAES3BF015800010CFD_g	LBD
TRAES3BF015800060CFD_t1	TRAES3BF015800060CFD_g	Trihelix
TRAES3BF019000220CFD_t1	TRAES3BF019000220CFD_g	bZIP
TRAES3BF019300010CFD_t1	TRAES3BF019300010CFD_g	NAC
TRAES3BF020100090CFD_t1	TRAES3BF020100090CFD_g	bHLH
TRAES3BF020100120CFD_t1	TRAES3BF020100120CFD_g	NAC
TRAES3BF020100130CFD_t1	TRAES3BF020100130CFD_g	NAC
TRAES3BF020100160CFD_t1	TRAES3BF020100160CFD_g	NAC
TRAES3BF021000010CFD_t1	TRAES3BF021000010CFD_g	HSF
TRAES3BF021100090CFD_t1	TRAES3BF021100090CFD_g	WRKY
TRAES3BF021300010CFD_t1	TRAES3BF021300010CFD_g	WRKY
TRAES3BF021600230CFD_t1	TRAES3BF021600230CFD_g	GRAS
TRAES3BF021600260CFD_t1	TRAES3BF021600260CFD_g	NAC
TRAES3BF021600290CFD_t1	TRAES3BF021600290CFD_g	NAC
TRAES3BF021600300CFD_t1	TRAES3BF021600300CFD_g	NAC
TRAES3BF024100010CFD_t1	TRAES3BF024100010CFD_g	NF-YB
TRAES3BF025700020CFD_t1	TRAES3BF025700020CFD_g	HSF
TRAES3BF025700030CFD_t1	TRAES3BF025700030CFD_g	HSF
TRAES3BF025700040CFD_t1	TRAES3BF025700040CFD_g	HSF
TRAES3BF025700050CFD_t1	TRAES3BF025700050CFD_g	HSF
TRAES3BF026000060CFD_t1	TRAES3BF026000060CFD_g	GATA
TRAES3BF026100020CFD_t1	TRAES3BF026100020CFD_g	ZF-HD
TRAES3BF026200160CFD_t1	TRAES3BF026200160CFD_g	ZF-HD
TRAES3BF027700030CFD_t1	TRAES3BF027700030CFD_g	NAC
TRAES3BF027700210CFD_t1	TRAES3BF027700210CFD_g	bZIP
TRAES3BF029000080CFD_t1	TRAES3BF029000080CFD_g	WRKY
TRAES3BF029100010CFD_t1	TRAES3BF029100010CFD_g	HSF
TRAES3BF030200010CFD_t1	TRAES3BF030200010CFD_g	bHLH
TRAES3BF030500010CFD_t1	TRAES3BF030500010CFD_g	bHLH
TRAES3BF030600030CFD_t1	TRAES3BF030600030CFD_g	bHLH
TRAES3BF035300010CFD_t1	TRAES3BF035300010CFD_g	bHLH
TRAES3BF035300020CFD_t1	TRAES3BF035300020CFD_g	bHLH
TRAES3BF035300040CFD_t1	TRAES3BF035300040CFD_g	bHLH
TRAES3BF035300050CFD_t1	TRAES3BF035300050CFD_g	bHLH
TRAES3BF035300060CFD_t1	TRAES3BF035300060CFD_g	bHLH
TRAES3BF035300070CFD_t1	TRAES3BF035300070CFD_g	bHLH
TRAES3BF035300090CFD_t1	TRAES3BF035300090CFD_g	bHLH
TRAES3BF035700010CFD_t1	TRAES3BF035700010CFD_g	bHLH
TRAES3BF035700020CFD_t1	TRAES3BF035700020CFD_g	bHLH
TRAES3BF035700030CFD_t1	TRAES3BF035700030CFD_g	bHLH
TRAES3BF036800040CFD_t1	TRAES3BF036800040CFD_g	bHLH
TRAES3BF041800040CFD_t1	TRAES3BF041800040CFD_g	NF-YB
TRAES3BF042000020CFD_t1	TRAES3BF042000020CFD_g	CPP
TRAES3BF043700070CFD_t1	TRAES3BF043700070CFD_g	GRAS
TRAES3BF045500040CFD_t1	TRAES3BF045500040CFD_g	WRKY
TRAES3BF046300070CFD_t1	TRAES3BF046300070CFD_g	VOZ
TRAES3BF047700010CFD_t1	TRAES3BF047700010CFD_g	bHLH
TRAES3BF051200110CFD_t1	TRAES3BF051200110CFD_g	WRKY
TRAES3BF053500190CFD_t1	TRAES3BF053500190CFD_g	NAC
TRAES3BF053700010CFD_t1	TRAES3BF053700010CFD_g	NAC
TRAES3BF057100010CFD_t1	TRAES3BF057100010CFD_g	bZIP
TRAES3BF058400020CFD_t1	TRAES3BF058400020CFD_g	bHLH
TRAES3BF058500060CFD_t1	TRAES3BF058500060CFD_g	WRKY
TRAES3BF060400040CFD_t1	TRAES3BF060400040CFD_g	bHLH
TRAES3BF060500180CFD_t1	TRAES3BF060500180CFD_g	bHLH
TRAES3BF060500360CFD_t1	TRAES3BF060500360CFD_g	GeBP
TRAES3BF062000020CFD_t1	TRAES3BF062000020CFD_g	NAC
TRAES3BF063400070CFD_t1	TRAES3BF063400070CFD_g	NAC
TRAES3BF063900020CFD_t1	TRAES3BF063900020CFD_g	Dof
TRAES3BF066000010CFD_t1	TRAES3BF066000010CFD_g	Dof
TRAES3BF066100070CFD_t1	TRAES3BF066100070CFD_g	bZIP
TRAES3BF066700160CFD_t1	TRAES3BF066700160CFD_g	WRKY
TRAES3BF069400030CFD_t1	TRAES3BF069400030CFD_g	bHLH
TRAES3BF070300020CFD_t1	TRAES3BF070300020CFD_g	ZF-HD
TRAES3BF071100020CFD_t1	TRAES3BF071100020CFD_g	GRAS
TRAES3BF071100030CFD_t1	TRAES3BF071100030CFD_g	GRAS
TRAES3BF071100040CFD_t1	TRAES3BF071100040CFD_g	GRAS
TRAES3BF071100100CFD_t1	TRAES3BF071100100CFD_g	HSF
TRAES3BF073300120CFD_t1	TRAES3BF073300120CFD_g	WRKY
TRAES3BF073600060CFD_t1	TRAES3BF073600060CFD_g	NAC
TRAES3BF073600100CFD_t1	TRAES3BF073600100CFD_g	NAC
TRAES3BF074100010CFD_t1	TRAES3BF074100010CFD_g	LBD
TRAES3BF075700010CFD_t1	TRAES3BF075700010CFD_g	bHLH
TRAES3BF075800010CFD_t1	TRAES3BF075800010CFD_g	bHLH
TRAES3BF076600020CFD_t1	TRAES3BF076600020CFD_g	bHLH
TRAES3BF076900030CFD_t1	TRAES3BF076900030CFD_g	E2F/DP
TRAES3BF078900060CFD_t1	TRAES3BF078900060CFD_g	LBD
TRAES3BF081300020CFD_t1	TRAES3BF081300020CFD_g	LBD
TRAES3BF081400030CFD_t1	TRAES3BF081400030CFD_g	WRKY
TRAES3BF083200080CFD_t1	TRAES3BF083200080CFD_g	CPP
TRAES3BF084400010CFD_t1	TRAES3BF084400010CFD_g	LBD
TRAES3BF086800020CFD_t1	TRAES3BF086800020CFD_g	bZIP
TRAES3BF090100100CFD_t1	TRAES3BF090100100CFD_g	WRKY
TRAES3BF090100150CFD_t1	TRAES3BF090100150CFD_g	GRAS
TRAES3BF090300050CFD_t1	TRAES3BF090300050CFD_g	Dof
TRAES3BF091600190CFD_t1	TRAES3BF091600190CFD_g	GRAS
TRAES3BF091700010CFD_t1	TRAES3BF091700010CFD_g	GATA
TRAES3BF093300030CFD_t1	TRAES3BF093300030CFD_g	bZIP
TRAES3BF093600190CFD_t1	TRAES3BF093600190CFD_g	Trihelix
TRAES3BF094400050CFD_t1	TRAES3BF094400050CFD_g	NAC
TRAES3BF096900070CFD_t1	TRAES3BF096900070CFD_g	NAC
TRAES3BF097200010CFD_t1	TRAES3BF097200010CFD_g	NAC
TRAES3BF097400030CFD_t1	TRAES3BF097400030CFD_g	NAC
TRAES3BF098000010CFD_t1	TRAES3BF098000010CFD_g	NAC
TRAES3BF099600030CFD_t1	TRAES3BF099600030CFD_g	bZIP
TRAES3BF099600120CFD_t1	TRAES3BF099600120CFD_g	bZIP
TRAES3BF099600130CFD_t1	TRAES3BF099600130CFD_g	bZIP
TRAES3BF099600200CFD_t1	TRAES3BF099600200CFD_g	bZIP
TRAES3BF099900090CFD_t1	TRAES3BF099900090CFD_g	Trihelix
TRAES3BF099900100CFD_t1	TRAES3BF099900100CFD_g	Trihelix
TRAES3BF100600040CFD_t1	TRAES3BF100600040CFD_g	NAC
TRAES3BF108400020CFD_t1	TRAES3BF108400020CFD_g	GRAS
TRAES3BF108700110CFD_t1	TRAES3BF108700110CFD_g	NAC
TRAES3BF110100110CFD_t1	TRAES3BF110100110CFD_g	NAC
TRAES3BF111600080CFD_t1	TRAES3BF111600080CFD_g	bZIP
TRAES3BF111600130CFD_t1	TRAES3BF111600130CFD_g	bZIP
TRAES3BF111600160CFD_t1	TRAES3BF111600160CFD_g	bZIP
TRAES3BF111700140CFD_t1	TRAES3BF111700140CFD_g	WRKY
TRAES3BF113300120CFD_t1	TRAES3BF113300120CFD_g	LBD
TRAES3BF114300010CFD_t1	TRAES3BF114300010CFD_g	Dof
TRAES3BF114300070CFD_t1	TRAES3BF114300070CFD_g	NAC
TRAES3BF114600150CFD_t1	TRAES3BF114600150CFD_g	EIL
TRAES3BF117100130CFD_t1	TRAES3BF117100130CFD_g	bZIP
TRAES3BF117500140CFD_t1	TRAES3BF117500140CFD_g	bHLH
