TF_ID	Gene_ID	Family
orange1.1g019974m	orange1.1g012156m.g	bHLH
orange1.1g020026m	orange1.1g020026m.g	bZIP
orange1.1g020103m	orange1.1g020026m.g	bZIP
orange1.1g020146m	orange1.1g020146m.g	HSF
orange1.1g020172m	orange1.1g020172m.g	bHLH
orange1.1g020210m	orange1.1g020210m.g	bHLH
orange1.1g020282m	orange1.1g019485m.g	bHLH
orange1.1g020288m	orange1.1g020288m.g	Dof
orange1.1g020291m	orange1.1g020291m.g	WRKY
orange1.1g020302m	orange1.1g020302m.g	SBP
orange1.1g020318m	orange1.1g020318m.g	BES1
orange1.1g020354m	orange1.1g020354m.g	NAC
orange1.1g020381m	orange1.1g013166m.g	bZIP
orange1.1g020383m	orange1.1g020318m.g	BES1
orange1.1g020455m	orange1.1g017497m.g	bHLH
orange1.1g020567m	orange1.1g020567m.g	BES1
orange1.1g020585m	orange1.1g008458m.g	WRKY
orange1.1g020693m	orange1.1g014374m.g	bHLH
orange1.1g020697m	orange1.1g020697m.g	bZIP
orange1.1g020713m	orange1.1g020713m.g	WRKY
orange1.1g020774m	orange1.1g019485m.g	bHLH
orange1.1g020814m	orange1.1g019960m.g	bHLH
orange1.1g020831m	orange1.1g020831m.g	WRKY
orange1.1g020929m	orange1.1g020929m.g	BES1
orange1.1g020987m	orange1.1g020987m.g	GATA
orange1.1g020996m	orange1.1g020996m.g	GATA
orange1.1g021011m	orange1.1g018659m.g	WRKY
orange1.1g021045m	orange1.1g017142m.g	NAC
orange1.1g021065m	orange1.1g013166m.g	bZIP
orange1.1g021068m	orange1.1g021111m.g	TCP
orange1.1g021081m	orange1.1g021081m.g	NF-YA
orange1.1g021098m	orange1.1g021146m.g	bZIP
orange1.1g021100m	orange1.1g021111m.g	TCP
orange1.1g021111m	orange1.1g021111m.g	TCP
orange1.1g021142m	orange1.1g021142m.g	WRKY
orange1.1g021146m	orange1.1g021146m.g	bZIP
orange1.1g021172m	orange1.1g021187m.g	NAC
orange1.1g021178m	orange1.1g020987m.g	GATA
orange1.1g021187m	orange1.1g021187m.g	NAC
orange1.1g021193m	orange1.1g021193m.g	GATA
orange1.1g021208m	orange1.1g021208m.g	bHLH
orange1.1g021244m	orange1.1g021146m.g	bZIP
orange1.1g021302m	orange1.1g021302m.g	ZF-HD
orange1.1g021303m	orange1.1g021302m.g	ZF-HD
orange1.1g021310m	orange1.1g021302m.g	ZF-HD
orange1.1g021327m	orange1.1g021302m.g	ZF-HD
orange1.1g021329m	orange1.1g021329m.g	GATA
orange1.1g021347m	orange1.1g017930m.g	WRKY
orange1.1g021353m	orange1.1g021353m.g	NAC
orange1.1g021355m	orange1.1g021355m.g	bHLH
orange1.1g021420m	orange1.1g021420m.g	SBP
orange1.1g021455m	orange1.1g021329m.g	GATA
orange1.1g021461m	orange1.1g017195m.g	GATA
orange1.1g021502m	orange1.1g021502m.g	Dof
orange1.1g021515m	orange1.1g018215m.g	WRKY
orange1.1g021524m	orange1.1g021524m.g	BBR-BPC
orange1.1g021525m	orange1.1g021525m.g	Trihelix
orange1.1g021598m	orange1.1g021598m.g	WRKY
orange1.1g021624m	orange1.1g021624m.g	bZIP
orange1.1g021633m	orange1.1g021633m.g	Dof
orange1.1g021635m	orange1.1g021635m.g	NAC
orange1.1g021641m	orange1.1g021641m.g	Dof
orange1.1g021676m	orange1.1g015258m.g	bZIP
orange1.1g021729m	orange1.1g019574m.g	bHLH
orange1.1g021757m	orange1.1g013166m.g	bZIP
orange1.1g021772m	orange1.1g021772m.g	NAC
orange1.1g021785m	orange1.1g021785m.g	NAC
orange1.1g021806m	orange1.1g019764m.g	NF-YA
orange1.1g021815m	orange1.1g019764m.g	NF-YA
orange1.1g021853m	orange1.1g020697m.g	bZIP
orange1.1g021859m	orange1.1g021859m.g	GATA
orange1.1g021874m	orange1.1g013166m.g	bZIP
orange1.1g021877m	orange1.1g021785m.g	NAC
orange1.1g021882m	orange1.1g019011m.g	NAC
orange1.1g021896m	orange1.1g021896m.g	WRKY
orange1.1g021910m	orange1.1g021910m.g	NAC
orange1.1g021941m	orange1.1g021941m.g	ZF-HD
orange1.1g021974m	orange1.1g021974m.g	Dof
orange1.1g021987m	orange1.1g014660m.g	bZIP
orange1.1g022011m	orange1.1g021624m.g	bZIP
orange1.1g022116m	orange1.1g022116m.g	bHLH
orange1.1g022148m	orange1.1g022148m.g	BES1
orange1.1g022171m	orange1.1g019960m.g	bHLH
orange1.1g022281m	orange1.1g014374m.g	bHLH
orange1.1g022288m	orange1.1g022288m.g	bHLH
orange1.1g022353m	orange1.1g022353m.g	WRKY
orange1.1g022379m	orange1.1g022379m.g	bZIP
orange1.1g022499m	orange1.1g019485m.g	bHLH
orange1.1g022537m	orange1.1g015878m.g	E2F/DP
orange1.1g022591m	orange1.1g022591m.g	LBD
orange1.1g022649m	orange1.1g022649m.g	bHLH
orange1.1g022711m	orange1.1g022711m.g	NAC
orange1.1g022728m	orange1.1g022728m.g	GATA
orange1.1g022743m	orange1.1g022743m.g	Trihelix
orange1.1g022750m	orange1.1g022763m.g	Trihelix
orange1.1g022760m	orange1.1g013222m.g	WRKY
orange1.1g022763m	orange1.1g022763m.g	Trihelix
orange1.1g022767m	orange1.1g022763m.g	Trihelix
orange1.1g022770m	orange1.1g022763m.g	Trihelix
orange1.1g022782m	orange1.1g022782m.g	bHLH
orange1.1g022801m	orange1.1g022806m.g	BBR-BPC
orange1.1g022806m	orange1.1g022806m.g	BBR-BPC
orange1.1g022809m	orange1.1g022782m.g	bHLH
orange1.1g022872m	orange1.1g021641m.g	Dof
orange1.1g022924m	orange1.1g022924m.g	GATA
orange1.1g023047m	orange1.1g023047m.g	Dof
orange1.1g023190m	orange1.1g023190m.g	NAC
orange1.1g023197m	orange1.1g023197m.g	NAC
orange1.1g023215m	orange1.1g023215m.g	bHLH
orange1.1g023228m	orange1.1g023047m.g	Dof
orange1.1g023230m	orange1.1g013166m.g	bZIP
orange1.1g023361m	orange1.1g019404m.g	WRKY
orange1.1g023419m	orange1.1g016095m.g	NAC
orange1.1g023427m	orange1.1g023427m.g	NAC
orange1.1g023462m	orange1.1g023462m.g	Nin-like
orange1.1g023467m	orange1.1g020302m.g	SBP
orange1.1g023560m	orange1.1g022728m.g	GATA
orange1.1g023564m	orange1.1g015878m.g	E2F/DP
orange1.1g023588m	orange1.1g023588m.g	GATA
orange1.1g023629m	orange1.1g023629m.g	bHLH
orange1.1g023724m	orange1.1g020987m.g	GATA
orange1.1g023821m	orange1.1g016791m.g	NAC
orange1.1g023847m	orange1.1g023847m.g	bHLH
orange1.1g023883m	orange1.1g023883m.g	TCP
orange1.1g023942m	orange1.1g022924m.g	GATA
orange1.1g023982m	orange1.1g023982m.g	WRKY
orange1.1g023996m	orange1.1g023996m.g	NAC
orange1.1g024014m	orange1.1g019036m.g	NF-YA
orange1.1g024111m	orange1.1g017964m.g	bHLH
orange1.1g024139m	orange1.1g024139m.g	bHLH
orange1.1g024196m	orange1.1g018827m.g	E2F/DP
orange1.1g024223m	orange1.1g024223m.g	CAMTA
orange1.1g024229m	orange1.1g024229m.g	Dof
orange1.1g024231m	orange1.1g023215m.g	bHLH
orange1.1g024238m	orange1.1g024265m.g	NF-YC
orange1.1g024265m	orange1.1g024265m.g	NF-YC
orange1.1g024274m	orange1.1g024274m.g	Trihelix
orange1.1g024326m	orange1.1g024326m.g	bHLH
orange1.1g024332m	orange1.1g022353m.g	WRKY
orange1.1g024344m	orange1.1g024344m.g	bHLH
orange1.1g024365m	orange1.1g024365m.g	bZIP
orange1.1g024376m	orange1.1g024365m.g	bZIP
orange1.1g024384m	orange1.1g024365m.g	bZIP
orange1.1g024386m	orange1.1g024365m.g	bZIP
orange1.1g024431m	orange1.1g024365m.g	bZIP
orange1.1g024464m	orange1.1g024344m.g	bHLH
orange1.1g024467m	orange1.1g024467m.g	Whirly
orange1.1g024477m	orange1.1g024477m.g	bZIP
orange1.1g024493m	orange1.1g024477m.g	bZIP
orange1.1g024542m	orange1.1g019057m.g	Trihelix
orange1.1g024547m	orange1.1g024547m.g	TCP
orange1.1g024563m	orange1.1g024563m.g	Trihelix
orange1.1g024594m	orange1.1g017195m.g	GATA
orange1.1g024653m	orange1.1g024653m.g	bHLH
orange1.1g024670m	orange1.1g024670m.g	bHLH
orange1.1g024703m	orange1.1g022379m.g	bZIP
orange1.1g024719m	orange1.1g019814m.g	NF-YC
orange1.1g024740m	orange1.1g019814m.g	NF-YC
orange1.1g024747m	orange1.1g019814m.g	NF-YC
orange1.1g024757m	orange1.1g024757m.g	GATA
orange1.1g024762m	orange1.1g018827m.g	E2F/DP
orange1.1g024771m	orange1.1g024771m.g	GATA
orange1.1g024786m	orange1.1g024786m.g	Dof
orange1.1g024825m	orange1.1g019737m.g	WRKY
orange1.1g024832m	orange1.1g022924m.g	GATA
orange1.1g024834m	orange1.1g024365m.g	bZIP
orange1.1g024911m	orange1.1g011483m.g	WRKY
orange1.1g024930m	orange1.1g024930m.g	bHLH
orange1.1g024944m	orange1.1g011483m.g	WRKY
orange1.1g024964m	orange1.1g021624m.g	bZIP
orange1.1g025053m	orange1.1g021635m.g	NAC
orange1.1g025085m	orange1.1g024563m.g	Trihelix
orange1.1g025091m	orange1.1g023047m.g	Dof
orange1.1g025097m	orange1.1g025097m.g	WRKY
orange1.1g025122m	orange1.1g023215m.g	bHLH
orange1.1g025137m	orange1.1g022924m.g	GATA
orange1.1g025156m	orange1.1g023190m.g	NAC
orange1.1g025175m	orange1.1g020831m.g	WRKY
orange1.1g025187m	orange1.1g025187m.g	GeBP
orange1.1g025216m	orange1.1g020831m.g	WRKY
orange1.1g025235m	orange1.1g020831m.g	WRKY
orange1.1g025303m	orange1.1g019764m.g	NF-YA
orange1.1g025340m	orange1.1g025340m.g	bZIP
orange1.1g025402m	orange1.1g025097m.g	WRKY
orange1.1g025407m	orange1.1g023215m.g	bHLH
orange1.1g025411m	orange1.1g022728m.g	GATA
orange1.1g025430m	orange1.1g024563m.g	Trihelix
orange1.1g025448m	orange1.1g024563m.g	Trihelix
orange1.1g025477m	orange1.1g025477m.g	bHLH
orange1.1g025532m	orange1.1g025532m.g	FAR1
orange1.1g025570m	orange1.1g023996m.g	NAC
orange1.1g025623m	orange1.1g025623m.g	FAR1
orange1.1g025651m	orange1.1g024563m.g	Trihelix
orange1.1g025665m	orange1.1g025665m.g	bHLH
orange1.1g025667m	orange1.1g021910m.g	NAC
orange1.1g025678m	orange1.1g025739m.g	bZIP
orange1.1g025727m	orange1.1g025665m.g	bHLH
orange1.1g025739m	orange1.1g025739m.g	bZIP
orange1.1g025759m	orange1.1g023982m.g	WRKY
orange1.1g025781m	orange1.1g025781m.g	HSF
orange1.1g025871m	orange1.1g025739m.g	bZIP
orange1.1g025894m	orange1.1g025894m.g	SRS
orange1.1g025985m	orange1.1g025985m.g	bZIP
orange1.1g025990m	orange1.1g025990m.g	NAC
orange1.1g025998m	orange1.1g025998m.g	Dof
orange1.1g026116m	orange1.1g023462m.g	Nin-like
orange1.1g026161m	orange1.1g026161m.g	ZF-HD
orange1.1g026216m	orange1.1g026216m.g	WRKY
orange1.1g026227m	orange1.1g025187m.g	GeBP
orange1.1g026263m	orange1.1g026263m.g	HSF
orange1.1g026303m	orange1.1g025739m.g	bZIP
orange1.1g026312m	orange1.1g026312m.g	Whirly
orange1.1g026365m	orange1.1g026365m.g	LBD
orange1.1g026390m	orange1.1g023847m.g	bHLH
orange1.1g026394m	orange1.1g023215m.g	bHLH
orange1.1g026433m	orange1.1g024771m.g	GATA
orange1.1g026436m	orange1.1g026436m.g	bHLH
orange1.1g026465m	orange1.1g022924m.g	GATA
orange1.1g026468m	orange1.1g026312m.g	Whirly
orange1.1g026469m	orange1.1g026469m.g	NF-YB
orange1.1g026474m	orange1.1g026474m.g	NF-YA
orange1.1g026479m	orange1.1g026479m.g	bHLH
orange1.1g026490m	orange1.1g022924m.g	GATA
orange1.1g026556m	orange1.1g026556m.g	LBD
orange1.1g026592m	orange1.1g023197m.g	NAC
orange1.1g026599m	orange1.1g026599m.g	bHLH
orange1.1g026646m	orange1.1g026646m.g	bHLH
orange1.1g026702m	orange1.1g026702m.g	bHLH
orange1.1g026704m	orange1.1g026704m.g	FAR1
orange1.1g026746m	orange1.1g026746m.g	bHLH
orange1.1g026806m	orange1.1g026806m.g	bZIP
orange1.1g026843m	orange1.1g020987m.g	GATA
orange1.1g026888m	orange1.1g020302m.g	SBP
orange1.1g026901m	orange1.1g026901m.g	NF-YC
orange1.1g026943m	orange1.1g026943m.g	bHLH
orange1.1g026950m	orange1.1g026950m.g	WRKY
orange1.1g027008m	orange1.1g024467m.g	Whirly
orange1.1g027074m	orange1.1g027074m.g	NAC
orange1.1g027215m	orange1.1g027215m.g	YABBY
orange1.1g027307m	orange1.1g027307m.g	LBD
orange1.1g027308m	orange1.1g024467m.g	Whirly
orange1.1g027399m	orange1.1g027399m.g	LBD
orange1.1g027472m	orange1.1g027472m.g	LBD
orange1.1g027532m	orange1.1g022353m.g	WRKY
orange1.1g027547m	orange1.1g027547m.g	bHLH
orange1.1g027587m	orange1.1g025985m.g	bZIP
orange1.1g027605m	orange1.1g027605m.g	NF-YB
orange1.1g027627m	orange1.1g027627m.g	bZIP
orange1.1g027709m	orange1.1g026474m.g	NF-YA
orange1.1g027756m	orange1.1g022728m.g	GATA
orange1.1g027800m	orange1.1g021859m.g	GATA
orange1.1g027837m	orange1.1g027215m.g	YABBY
orange1.1g027859m	orange1.1g027074m.g	NAC
orange1.1g027874m	orange1.1g027074m.g	NAC
orange1.1g027916m	orange1.1g027074m.g	NAC
orange1.1g027942m	orange1.1g026474m.g	NF-YA
orange1.1g028041m	orange1.1g028041m.g	FAR1
orange1.1g028060m	orange1.1g028060m.g	bHLH
orange1.1g028144m	orange1.1g028144m.g	YABBY
orange1.1g028165m	orange1.1g026312m.g	Whirly
orange1.1g028184m	orange1.1g026474m.g	NF-YA
orange1.1g028221m	orange1.1g028221m.g	LBD
orange1.1g028625m	orange1.1g026901m.g	NF-YC
orange1.1g028636m	orange1.1g024653m.g	bHLH
orange1.1g028646m	orange1.1g026901m.g	NF-YC
orange1.1g028717m	orange1.1g028717m.g	FAR1
orange1.1g028727m	orange1.1g028727m.g	NF-YC
orange1.1g028748m	orange1.1g028727m.g	NF-YC
orange1.1g028767m	orange1.1g019036m.g	NF-YA
orange1.1g028803m	orange1.1g028803m.g	NAC
orange1.1g028837m	orange1.1g028727m.g	NF-YC
orange1.1g028946m	orange1.1g019764m.g	NF-YA
orange1.1g028964m	orange1.1g026312m.g	Whirly
orange1.1g028980m	orange1.1g028980m.g	YABBY
orange1.1g028999m	orange1.1g028060m.g	bHLH
orange1.1g029016m	orange1.1g029016m.g	NAC
orange1.1g029214m	orange1.1g028980m.g	YABBY
orange1.1g029257m	orange1.1g029257m.g	WRKY
orange1.1g029281m	orange1.1g025990m.g	NAC
orange1.1g029383m	orange1.1g024670m.g	bHLH
orange1.1g029519m	orange1.1g025985m.g	bZIP
orange1.1g029650m	orange1.1g029650m.g	SBP
orange1.1g029660m	orange1.1g028980m.g	YABBY
orange1.1g029682m	orange1.1g028980m.g	YABBY
orange1.1g029713m	orange1.1g029713m.g	bHLH
orange1.1g029765m	orange1.1g029713m.g	bHLH
orange1.1g029776m	orange1.1g029713m.g	bHLH
orange1.1g029809m	orange1.1g029809m.g	LBD
orange1.1g029862m	orange1.1g029862m.g	YABBY
orange1.1g029952m	orange1.1g029952m.g	bZIP
orange1.1g029967m	orange1.1g029862m.g	YABBY
orange1.1g029970m	orange1.1g029970m.g	LBD
orange1.1g029974m	orange1.1g029862m.g	YABBY
orange1.1g029989m	orange1.1g029989m.g	FAR1
orange1.1g030050m	orange1.1g030050m.g	WRKY
orange1.1g030060m	orange1.1g026312m.g	Whirly
orange1.1g030079m	orange1.1g027074m.g	NAC
orange1.1g030168m	orange1.1g025990m.g	NAC
orange1.1g030237m	orange1.1g022924m.g	GATA
orange1.1g030283m	orange1.1g030283m.g	YABBY
orange1.1g030306m	orange1.1g030306m.g	NAC
orange1.1g030331m	orange1.1g027547m.g	bHLH
orange1.1g030342m	orange1.1g028980m.g	YABBY
orange1.1g030359m	orange1.1g028980m.g	YABBY
orange1.1g030376m	orange1.1g026312m.g	Whirly
orange1.1g030419m	orange1.1g030419m.g	FAR1
orange1.1g030496m	orange1.1g026474m.g	NF-YA
orange1.1g030547m	orange1.1g030547m.g	NF-YB
orange1.1g030575m	orange1.1g030575m.g	FAR1
orange1.1g030584m	orange1.1g030584m.g	FAR1
orange1.1g030599m	orange1.1g029650m.g	SBP
orange1.1g030615m	orange1.1g029862m.g	YABBY
orange1.1g030627m	orange1.1g030647m.g	NF-YB
orange1.1g030647m	orange1.1g030647m.g	NF-YB
orange1.1g030670m	orange1.1g030547m.g	NF-YB
orange1.1g030677m	orange1.1g026474m.g	NF-YA
orange1.1g030714m	orange1.1g030547m.g	NF-YB
orange1.1g030727m	orange1.1g030727m.g	NAC
orange1.1g030782m	orange1.1g023847m.g	bHLH
orange1.1g030812m	orange1.1g030547m.g	NF-YB
orange1.1g030909m	orange1.1g030909m.g	NAC
orange1.1g030957m	orange1.1g030957m.g	bZIP
orange1.1g030971m	orange1.1g030971m.g	GATA
orange1.1g031030m	orange1.1g030727m.g	NAC
orange1.1g031034m	orange1.1g031034m.g	LBD
orange1.1g031272m	orange1.1g030575m.g	FAR1
orange1.1g031298m	orange1.1g031298m.g	WRKY
orange1.1g031482m	orange1.1g031482m.g	WRKY
orange1.1g031569m	orange1.1g031594m.g	NF-YB
orange1.1g031572m	orange1.1g031572m.g	LBD
orange1.1g031591m	orange1.1g031594m.g	NF-YB
orange1.1g031594m	orange1.1g031594m.g	NF-YB
orange1.1g031627m	orange1.1g031594m.g	NF-YB
orange1.1g031637m	orange1.1g030575m.g	FAR1
orange1.1g031641m	orange1.1g031594m.g	NF-YB
orange1.1g031672m	orange1.1g027074m.g	NAC
orange1.1g031844m	orange1.1g030727m.g	NAC
orange1.1g031935m	orange1.1g031935m.g	NAC
orange1.1g032101m	orange1.1g030283m.g	YABBY
orange1.1g032112m	orange1.1g032112m.g	GATA
orange1.1g032187m	orange1.1g032187m.g	bZIP
orange1.1g032204m	orange1.1g028980m.g	YABBY
orange1.1g032247m	orange1.1g032247m.g	NAC
orange1.1g032293m	orange1.1g032293m.g	NF-YB
orange1.1g032294m	orange1.1g032324m.g	bHLH
orange1.1g032295m	orange1.1g032324m.g	bHLH
orange1.1g032310m	orange1.1g032310m.g	SBP
orange1.1g032321m	orange1.1g032324m.g	bHLH
orange1.1g032324m	orange1.1g032324m.g	bHLH
orange1.1g032371m	orange1.1g032371m.g	NAC
orange1.1g032472m	orange1.1g032472m.g	NAC
orange1.1g032564m	orange1.1g028980m.g	YABBY
orange1.1g032690m	orange1.1g032690m.g	WRKY
orange1.1g032729m	orange1.1g032729m.g	HSF
orange1.1g032773m	orange1.1g030547m.g	NF-YB
orange1.1g032777m	orange1.1g030547m.g	NF-YB
orange1.1g032845m	orange1.1g032293m.g	NF-YB
orange1.1g032937m	orange1.1g032937m.g	SBP
orange1.1g033001m	orange1.1g033001m.g	GATA
orange1.1g033112m	orange1.1g032690m.g	WRKY
orange1.1g033230m	orange1.1g032293m.g	NF-YB
orange1.1g033258m	orange1.1g033258m.g	NAC
orange1.1g033282m	orange1.1g030647m.g	NF-YB
orange1.1g033283m	orange1.1g030647m.g	NF-YB
orange1.1g033547m	orange1.1g033001m.g	GATA
orange1.1g033558m	orange1.1g032690m.g	WRKY
orange1.1g033567m	orange1.1g032690m.g	WRKY
orange1.1g033576m	orange1.1g032690m.g	WRKY
orange1.1g033590m	orange1.1g032690m.g	WRKY
orange1.1g034117m	orange1.1g030283m.g	YABBY
orange1.1g034429m	orange1.1g034429m.g	HSF
orange1.1g034435m	orange1.1g030647m.g	NF-YB
orange1.1g035544m	orange1.1g035544m.g	bZIP
orange1.1g035657m	orange1.1g035657m.g	bHLH
orange1.1g035726m	orange1.1g035726m.g	NAC
orange1.1g035792m	orange1.1g035792m.g	FAR1
orange1.1g035867m	orange1.1g035867m.g	GRAS
orange1.1g035883m	orange1.1g035883m.g	bHLH
orange1.1g035911m	orange1.1g035911m.g	TCP
orange1.1g036036m	orange1.1g036036m.g	NAC
orange1.1g036039m	orange1.1g036039m.g	bZIP
orange1.1g036050m	orange1.1g036050m.g	GeBP
orange1.1g036175m	orange1.1g036175m.g	bHLH
orange1.1g036178m	orange1.1g036178m.g	Dof
orange1.1g036240m	orange1.1g036240m.g	NAC
orange1.1g036376m	orange1.1g036376m.g	NAC
orange1.1g036406m	orange1.1g036406m.g	bHLH
orange1.1g036441m	orange1.1g036441m.g	bZIP
orange1.1g036457m	orange1.1g036457m.g	bHLH
orange1.1g036531m	orange1.1g036531m.g	bHLH
orange1.1g036534m	orange1.1g036534m.g	LBD
orange1.1g036551m	orange1.1g036551m.g	bZIP
orange1.1g036565m	orange1.1g036565m.g	LBD
orange1.1g036580m	orange1.1g036580m.g	NF-YB
orange1.1g036599m	orange1.1g036599m.g	bHLH
orange1.1g036653m	orange1.1g036653m.g	WRKY
orange1.1g036664m	orange1.1g036664m.g	LBD
orange1.1g036669m	orange1.1g036669m.g	bHLH
orange1.1g036675m	orange1.1g036675m.g	Trihelix
orange1.1g036782m	orange1.1g036782m.g	LBD
orange1.1g036819m	orange1.1g036819m.g	WRKY
orange1.1g036845m	orange1.1g036845m.g	LBD
orange1.1g036898m	orange1.1g036898m.g	NAC
orange1.1g036926m	orange1.1g036926m.g	Nin-like
orange1.1g036928m	orange1.1g036928m.g	bHLH
orange1.1g036998m	orange1.1g036998m.g	NAC
orange1.1g037026m	orange1.1g037026m.g	FAR1
orange1.1g037028m	orange1.1g037028m.g	GRAS
orange1.1g037037m	orange1.1g037037m.g	BES1
orange1.1g037136m	orange1.1g037136m.g	bHLH
orange1.1g037150m	orange1.1g037150m.g	NAC
orange1.1g037152m	orange1.1g037152m.g	GATA
orange1.1g037198m	orange1.1g037198m.g	NAC
orange1.1g037220m	orange1.1g037220m.g	NAC
orange1.1g037241m	orange1.1g037241m.g	bHLH
orange1.1g037247m	orange1.1g037247m.g	YABBY
orange1.1g037309m	orange1.1g037309m.g	NAC
orange1.1g037441m	orange1.1g037441m.g	bHLH
orange1.1g037457m	orange1.1g037457m.g	NAC
orange1.1g037591m	orange1.1g037591m.g	NAC
orange1.1g037676m	orange1.1g037676m.g	bZIP
orange1.1g037696m	orange1.1g037696m.g	bZIP
orange1.1g037709m	orange1.1g037709m.g	NAC
orange1.1g037771m	orange1.1g037771m.g	TCP
orange1.1g037785m	orange1.1g037785m.g	bHLH
orange1.1g037798m	orange1.1g037798m.g	bHLH
orange1.1g037828m	orange1.1g037828m.g	FAR1
orange1.1g037856m	orange1.1g037856m.g	bHLH
orange1.1g037987m	orange1.1g037987m.g	FAR1
orange1.1g038007m	orange1.1g038007m.g	LBD
orange1.1g038013m	orange1.1g038013m.g	Dof
orange1.1g038014m	orange1.1g038014m.g	NF-YB
orange1.1g038029m	orange1.1g038029m.g	YABBY
orange1.1g038062m	orange1.1g038062m.g	SRS
orange1.1g038084m	orange1.1g038084m.g	bHLH
orange1.1g038097m	orange1.1g038097m.g	bHLH
orange1.1g038116m	orange1.1g038116m.g	GRAS
orange1.1g038129m	orange1.1g038129m.g	LBD
orange1.1g038176m	orange1.1g038176m.g	FAR1
orange1.1g038233m	orange1.1g038233m.g	bZIP
orange1.1g038298m	orange1.1g038298m.g	bHLH
orange1.1g038325m	orange1.1g038325m.g	NF-YB
orange1.1g038341m	orange1.1g038341m.g	bZIP
orange1.1g038354m	orange1.1g038354m.g	GeBP
orange1.1g038389m	orange1.1g038389m.g	bHLH
orange1.1g038451m	orange1.1g038451m.g	bHLH
orange1.1g038558m	orange1.1g038558m.g	bHLH
orange1.1g038565m	orange1.1g038565m.g	LBD
orange1.1g038571m	orange1.1g038571m.g	Trihelix
orange1.1g038703m	orange1.1g038703m.g	NAC
orange1.1g038778m	orange1.1g038778m.g	NAC
orange1.1g038850m	orange1.1g038850m.g	NF-YC
orange1.1g038853m	orange1.1g038853m.g	EIL
orange1.1g038876m	orange1.1g038876m.g	NAC
orange1.1g038918m	orange1.1g038918m.g	bHLH
orange1.1g038951m	orange1.1g038951m.g	WRKY
orange1.1g038974m	orange1.1g038974m.g	NAC
orange1.1g039064m	orange1.1g039064m.g	SRS
orange1.1g039114m	orange1.1g039114m.g	GRAS
orange1.1g039131m	orange1.1g039131m.g	Trihelix
orange1.1g039289m	orange1.1g039289m.g	FAR1
orange1.1g039323m	orange1.1g039323m.g	TCP
orange1.1g039361m	orange1.1g039361m.g	bHLH
orange1.1g039420m	orange1.1g039420m.g	Nin-like
orange1.1g039443m	orange1.1g039443m.g	bHLH
orange1.1g039532m	orange1.1g039532m.g	NAC
orange1.1g039589m	orange1.1g039589m.g	LBD
orange1.1g039886m	orange1.1g039886m.g	NAC
orange1.1g039918m	orange1.1g039918m.g	bZIP
orange1.1g039972m	orange1.1g039972m.g	bHLH
orange1.1g040019m	orange1.1g040019m.g	bHLH
orange1.1g040125m	orange1.1g040125m.g	GRAS
orange1.1g040161m	orange1.1g040161m.g	Dof
orange1.1g040293m	orange1.1g040293m.g	SRS
orange1.1g040419m	orange1.1g040419m.g	NAC
orange1.1g040546m	orange1.1g040546m.g	bHLH
orange1.1g040553m	orange1.1g040553m.g	NAC
orange1.1g040563m	orange1.1g040563m.g	GRAS
orange1.1g040614m	orange1.1g040614m.g	HRT-like
orange1.1g040617m	orange1.1g040617m.g	NAC
orange1.1g040711m	orange1.1g040711m.g	WRKY
orange1.1g040747m	orange1.1g040747m.g	NAC
orange1.1g040756m	orange1.1g040756m.g	Trihelix
orange1.1g040760m	orange1.1g040760m.g	bHLH
orange1.1g040761m	orange1.1g040761m.g	LBD
orange1.1g040872m	orange1.1g040872m.g	FAR1
orange1.1g040954m	orange1.1g040954m.g	Trihelix
orange1.1g041038m	orange1.1g041038m.g	Trihelix
orange1.1g041099m	orange1.1g041099m.g	Dof
orange1.1g041101m	orange1.1g041101m.g	bHLH
orange1.1g041198m	orange1.1g041198m.g	bHLH
orange1.1g041368m	orange1.1g041368m.g	LBD
orange1.1g041370m	orange1.1g041370m.g	bHLH
orange1.1g041420m	orange1.1g041420m.g	Dof
orange1.1g041468m	orange1.1g041468m.g	WRKY
orange1.1g041471m	orange1.1g041471m.g	bZIP
orange1.1g041582m	orange1.1g041582m.g	bZIP
orange1.1g041600m	orange1.1g041600m.g	Nin-like
orange1.1g041667m	orange1.1g041667m.g	GRAS
orange1.1g041672m	orange1.1g041672m.g	ZF-HD
orange1.1g041697m	orange1.1g041697m.g	NAC
orange1.1g041748m	orange1.1g041748m.g	GRAS
orange1.1g041765m	orange1.1g041765m.g	bZIP
orange1.1g041818m	orange1.1g041818m.g	bHLH
orange1.1g041847m	orange1.1g041847m.g	FAR1
orange1.1g041891m	orange1.1g041891m.g	GRAS
orange1.1g041989m	orange1.1g041989m.g	LBD
orange1.1g042014m	orange1.1g042014m.g	bZIP
orange1.1g042156m	orange1.1g042156m.g	Dof
orange1.1g042311m	orange1.1g042311m.g	NAC
orange1.1g042344m	orange1.1g042344m.g	E2F/DP
orange1.1g042376m	orange1.1g042376m.g	NAC
orange1.1g042380m	orange1.1g042380m.g	GRAS
orange1.1g042400m	orange1.1g042400m.g	FAR1
orange1.1g042460m	orange1.1g042460m.g	GRAS
orange1.1g042465m	orange1.1g042465m.g	bHLH
orange1.1g042591m	orange1.1g042591m.g	LBD
orange1.1g042614m	orange1.1g042614m.g	NAC
orange1.1g042649m	orange1.1g042649m.g	bHLH
orange1.1g042663m	orange1.1g042663m.g	bHLH
